,icsa_code,URL,YEAR,CVES,CVES_URL,ATTENTION,VENDOR,EQUIPMENT,VULNERABILITIES,CRITICAL INFRAESTRUCTURE SECTOR,COUNTRIES\/AREAS DEPLOYED,COMPANY HEADQUARTERS LOCATION,CWES
998,ICSMA-17-332-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-17-332-01,17,['CVE-2017-14018b'],[],Exploitable from an adjacent network/low skill level to exploit,"ecom instruments is actively working on these vulnerabilities. This advisory will updated as soon as further significant details are provided by the vendor, with an emphasis on information about available patches.",Industrial Products,Not Found," Chemical, Critical Manufacturing, Energy, Food and Agriculture, Water and Wastewater Systems",Worldwide,Germany,[]
999,ICSA-17-325-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-325-01,17,"['CVE-2017-13077:', 'https://portal.msrc.microsoft.com/en-us/security-guidance/advisory/CVE-2017-13080', 'CVE-2017-13080', 'CVE-2017-13078:', 'CVE-2017-13078', 'CVE-2017-13077', 'CVE-2017-13080:']","['https://portal.msrc.microsoft.com/en-us/security-guidance/advisory/CVE-2017-13080', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13077', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13078', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13080']",Exploitable from an adjacent network/low skill level to exploit,"ecom instruments is actively working on these vulnerabilities. This advisory will updated as soon as further significant details are provided by the vendor, with an emphasis on information about available patches.",Industrial Products,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Critical Manufacturing, Energy, Food and Agriculture, Water and Wastewater Systems",Worldwide,Germany,[]
1000,ICSA-17-320-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-320-01,17,"['CVE-2017-16715', 'CVE-2017-14028', 'CVE-2017-16719']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-16719', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-16715', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14028']",Exploitable from an adjacent network/low skill level to exploit,"ecom instruments is actively working on these vulnerabilities. This advisory will updated as soon as further significant details are provided by the vendor, with an emphasis on information about available patches.",Industrial Products,"When remote access is required, use secure methods, such as virtual private networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Critical Manufacturing, Energy, Food and Agriculture, Water and Wastewater Systems",Worldwide,Germany,[]
1001,ICSA-17-320-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-320-02,17,"['CVE-2017-12738', 'CVE-2017-12739', 'CVE-2017-12737']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12737', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12738', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12739']",Exploitable from an adjacent network/low skill level to exploit,"ecom instruments is actively working on these vulnerabilities. This advisory will updated as soon as further significant details are provided by the vendor, with an emphasis on information about available patches.",Industrial Products,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Critical Manufacturing, Energy, Food and Agriculture, Water and Wastewater Systems",Worldwide,Germany,[]
1002,ICSA-17-318-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-318-01,17,"['CVE-2017-13087', 'CVE-2017-13080', 'CVE-2017-13079', 'CVE-2017-13086', 'CVE-2017-13078', 'CVE-2017-13077', 'CVE-2017-13084', 'CVE-2017-13082', 'CVE-2017-13081', 'CVE-2017-13088']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13077', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13078', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13079', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13080', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13081', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13082', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13084', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13086', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13087', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13088']",Exploitable remotely/low skill level to exploit/public exploits are available.,Siemens,"SCALANCE, SIMATIC, RUGGEDCOM, and SINAMICS Products",Not Found,"Critical Infrastructure Sectors: Chemical, Energy, Food and Agriculture, Healthcare and Public Health, Transportation Systems, and Water and Wastewater Systems",Countries/Areas Deployed: Worldwide,Company Headquarters Location: Germany,[]
1003,ICSA-17-318-02A,https://us-cert.cisa.gov//ics/advisories/ICSA-17-318-02A,17,"['CVE-2017-13087:', 'CVE-2017-13086', 'CVE-2017-13077', 'CVE-2017-13088:', 'CVE-2017-13082', 'CVE-2017-13086:', 'CVE-2017-13087', 'CVE-2017-13077:', 'CVE-2017-13078', 'CVE-2017-13084', 'CVE-2017-13082:', 'CVE-2017-13080:', 'CVE-2017-13088', 'CVE-2017-13080', 'CVE-2017-13081:', 'CVE-2017-13081', 'CVE-2017-13079:', 'CVE-2017-13078:', 'CVE-2017-13079', 'CVE-2017-13084:']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13077', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13078', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13079', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13080', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13081', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13082', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13084', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13086', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13087', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13088']",Exploitable remotely/low skill level to exploit/public exploits are available.,Siemens,"SCALANCE, SIMATIC, RUGGEDCOM, and SINAMICS Products","When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices.","Critical Infrastructure Sectors: Chemical, Energy, Food and Agriculture, Healthcare and Public Health, Transportation Systems, and Water and Wastewater Systems",Countries/Areas Deployed: Worldwide,Company Headquarters Location: Germany,[]
1004,ICSMA-17-318-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-17-318-01,17,['CVE-2017-14111b'],[],Exploitable remotely/low skill level to exploit/public exploits are available.,Siemens,"SCALANCE, SIMATIC, RUGGEDCOM, and SINAMICS Products",Not Found,"Critical Infrastructure Sectors: Chemical, Energy, Food and Agriculture, Healthcare and Public Health, Transportation Systems, and Water and Wastewater Systems",Countries/Areas Deployed: Worldwide,Company Headquarters Location: Germany,[]
1005,ICSA-17-313-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-313-01,17,['CVE-2017-14020'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14020'],Exploitable remotely/low skill level to exploit,AutomationDirect,"CLICK, C-More, C-More Micro, Do-more Designer, GS Drives, SL-Soft SOLO, DirectSOFT",Not Found," Commercial Facilities, Critical Manufacturing, Information Technology",Worldwide,"Cumming, Georgia",['427']
1006,ICSA-17-313-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-313-02,17,['CVE-2017-14024'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14024'],Exploitable remotely/low skill level to exploit,AutomationDirect,"CLICK, C-More, C-More Micro, Do-more Designer, GS Drives, SL-Soft SOLO, DirectSOFT","When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Commercial Facilities, Critical Manufacturing, Information Technology",Worldwide,"Cumming, Georgia",[]
1007,ICSA-17-306-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-306-01,17,['CVE-2017-6867'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-6867'],Exploitable remotely/low skill level to exploit,Siemens,SIMATIC PCS 7,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1008,ICSA-17-306-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-306-02,17,"['CVE-2017-14016', 'CVE-2017-12719']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14016', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12719']",Exploitable remotely/low skill level to exploit,Siemens,SIMATIC PCS 7,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1009,ICSA-17-304-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-304-01,17,['CVE-2017-14025'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14025'],Exploitable remotely/low skill level to exploit,Siemens,SIMATIC PCS 7,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1010,ICSA-17-304-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-304-02,17,"['CVE-2017-14031', 'CVE-2017-14029']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14031', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14029']",Exploitable remotely/low skill level to exploit,Siemens,SIMATIC PCS 7,Not Found," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1011,ICSA-17-299-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-299-01,17,"['CVE-2017-14021', 'CVE-2017-14027']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14021', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14027']",Exploitable remotely/low skill level to exploit,Siemens,SIMATIC PCS 7,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1012,ICSA-17-299-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-299-02,17,['CVE-2017-13082'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13082'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as virtual private networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that a VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1013,ICSA-17-292-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-292-01,17,['CVE-2017-14010'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14010'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1014,ICSMA-17-292-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-17-292-01,17,"['CVE-2017-14012e', 'CVE-2017-14014b']",[],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1015,ICSA-17-290-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-290-01,17,"['CVE-2017-14019', 'CVE-2017-14017']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14017', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14019']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1016,ICSA-17-285-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-285-01,17,"['CVE-2017-14011', 'CVE-2017-14005', 'CVE-2017-14009', 'CVE-2017-14013', 'CVE-2017-14007']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14013', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14007', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14011', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14009', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14005']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that a VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1017,ICSA-17-285-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-285-02,17,['CVE-2017-13999'],['https://nvd.nist.gov/vuln/detail/CVE-2017-13999'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1018,ICSA-17-285-03,https://us-cert.cisa.gov//ics/advisories/ICSA-17-285-03,17,['CVE-2017-9625'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9625'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1019,ICSA-17-285-04A,https://us-cert.cisa.gov//ics/advisories/ICSA-17-285-04A,17,"['CVE-2017-12722', 'CVE-2017-12718']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12718', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12722']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1020,ICSA-17-285-05,https://us-cert.cisa.gov//ics/advisories/ICSA-17-285-05,17,"['CVE-2017-9946', 'CVE-2017-9947']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9946', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9947']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1021,ICSA-17-283-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-283-01,17,['CVE-2017-14003'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14003'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1022,ICSA-17-283-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-283-02,17,"['CVE-2016-5791', 'CVE-2016-5789']","['https://nvd.nist.gov/vuln/detail/CVE-2016-5789', 'https://nvd.nist.gov/vuln/detail/CVE-2016-5791']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1023,ICSA-17-278-01A,https://us-cert.cisa.gov//ics/advisories/ICSA-17-278-01A,17,"['CVE-2017-12732', 'CVE-2017-12732 ']",['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12732'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1024,ICSA-17-278-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-278-02,17,['CVE-2017-9944'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9944'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1025,ICSA-17-271-01B,https://us-cert.cisa.gov//ics/advisories/ICSA-17-271-01B,17,['CVE-2017-12736'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12736'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1026,ICSA-17-264-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-264-01,17,['CVE-2017-13997'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13997'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1027,ICSA-17-264-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-264-02,17,['CVE-2017-14000'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14000'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1028,ICSA-17-264-03,https://us-cert.cisa.gov//ics/advisories/ICSA-17-264-03,17,['CVE-2017-14001'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14001'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1029,ICSA-17-264-04,https://us-cert.cisa.gov//ics/advisories/ICSA-17-264-04,17,['CVE-2017-13995'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-13995'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1030,ICSA-17-234-05,https://us-cert.cisa.gov//ics/advisories/ICSA-17-234-05,17,['CVE-2017-9628'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9628'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1031,ICSA-17-262-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-262-01,17,"['CVE-2017-10102', 'CVE-2017-10198', 'CVE-2017-10053', 'CVE-2017-10115,', 'CVE-2017-10118,', 'CVE-2017-10053,', 'CVE-2017-10135,', 'CVE-2017-10115', 'CVE-2017-10135', 'CVE-2017-10176', 'CVE-2017-10116,', 'CVE-2017-10108', 'CVE-2017-10118', 'CVE-2017-10102,', 'CVE-2017-10078', 'CVE-2017-10198,', 'CVE-2017-10078,', 'CVE-2017-10176,', 'CVE-2017-10116']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-10102', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-10116', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-10078', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-10115', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-10118', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-10176', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-10198', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-10135', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-10053', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-10108']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1032,ICSA-17-257-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-257-01,17,"['CVE-2017-13994', 'CVE-2017-13998', 'CVE-2017-13996', 'CVE-2017-13992']","['https://nvd.nist.gov/vuln/detail/CVE-2017-13996', 'https://nvd.nist.gov/vuln/detail/CVE-2017-13992', 'https://nvd.nist.gov/vuln/detail/CVE-2017-13994', 'https://nvd.nist.gov/vuln/detail/CVE-2017-13998']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1033,ICSA-17-255-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-255-01,17,['CVE-2017-12730'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12730'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1034,ICSMA-17-255-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-17-255-01,17,"['CVE-2017-9658e', 'CVE-2017-9657b']",[],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1035,ICSA-17-250-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-250-01,17,['CVE-2017-12728'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12728'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1036,ICSA-17-250-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-250-02,17,['CVE-2013-6466'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-6466'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1037,ICSMA-17-250-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-17-250-01,17,['CVE-2017-13993b'],[],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1038,ICSMA-17-250-02A,https://us-cert.cisa.gov//ics/advisories/ICSMA-17-250-02A,17,"['CVE-2017-12721t', 'CVE-2017-12718b', 'CVE-2017-12722e', 'CVE-2017-12720k', 'CVE-2017-12726q', 'CVE-2017-12724n', 'CVE-2017-12725h', 'CVE-2017-12723w']",[],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1039,ICSA-17-243-03,https://us-cert.cisa.gov//ics/advisories/ICSA-17-243-03,17,['CVE-2017-9945'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9945'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
